People LS,JOE,MICHAEL
Title   Interviewed 6/10/22<br>by Lydia Strohl <>
Speaker 2    01:25:06    I think that one time, um, it, you know, several hundred years ago it had a, that roof from the, you know, people tried to warm the church and high support for, but my mother's house was rock immediately opposite the, the church gate of the church in the village. And, um, that, that's where is,  
Speaker 1    01:25:34    It's just a little village. It's, it's smaller than this. It's great. I mean,  
Speaker 2    01:25:37    Oh, it's time. A  
Speaker 1    01:25:38    Village store. They've only got one village store,  
Speaker 2    01:25:40    So they don't even have that. It's bit more  
Speaker 1    01:25:42    Rent. I don't think they have  
Speaker 2    01:25:43    That. They haven't had one for 20 no years. That's true too. But when I, when I was a kid, we had a village bakery, a village store, post office. Um,  
Speaker 1    01:25:57    But anyway, it's, it's not unlike  
Speaker 2    01:26:00    But those places in, in the villages, um, you know, they, they couldn't compete with these big chains anymore. It's not, and everybody, everybody has a motor car now.  
Speaker 1    01:26:13    But the traffic did get very bad in Rector tide. I mean, it's, it's just, it  
Speaker 2    01:26:18    Got, but I, I got stopped by one of the, uh, uh, four care sheriff deputies one time standing outside with, with a hairdryer <laugh> pointing at these cars as they came through. And he said, you know, that is illegal. You can't do that. I think he was slightly am immune.  
Speaker 1    01:26:43    I think you miss some of 'em because they come down the hill and then they go left at the bottom of the hill. They don't all go, there's  
Speaker 2    01:26:48    That time. There's only six, there's only a couple hundred yards. But oh my God, in the, he, he  
Speaker 1    01:26:54    Let it get to him. This is half the trouble. I mean, he, he'd come in swearing from working on the bank and the traffic and things.  
Speaker 2    01:27:00    I mean, and there's nowhere. It's  
Speaker 1    01:27:02    Where you want to live there. You just put  
Speaker 2    01:27:03    Up with it. There's nowhere on that stretch from the, if you go down the Otoka road and you come to the, uh, Marshall Road, there's t junction, there's nowhere from that T junction for several miles in either direction where they can safely pull somebody off the road. And that's the real key.  
Speaker 1    01:27:30    There's no,  
Speaker 2    01:27:31    They can't enforce it. So they don't, don't try. I had a good relationship with one of the sheriffs at one time, and he actually parked a empty sheriffs car with a silhouette of a deputy in, and that didn't work right outside the house you I live in mm-hmm <affirmative>.  
Speaker 1    01:27:54    And that did more than, than many  
Speaker 2    01:27:56    Of things. But the commuters they get to know in five minutes. But when they've seen that in place for three days,  
Speaker 1    01:28:04    We're still very happy that we've wound up in Middleburg. The first, you know, the kids wanted us to move because the stairs in the old houses, they're a little bit narrow and mm-hmm <affirmative>. Steepy. And they were afraid he was going to come down the stairs. The first thing he did when he hadn't been here five minutes was he fell in, I was in the shop. He fell in the sitting room. I came home to find him on the floor of the sitting room with a broken hip.  
Speaker 2    01:28:29    But he got, it wouldn't have happened over there. No. You know why, why? 'cause he was used to it. 'cause it was a safe staircase. The steps were steep and the tread wasn't very, but had good banisters very wide, but it had good banisters that you can hold onto.  
Speaker 1    01:28:44    Now. He tells me,  
Speaker 0    01:28:48    Well, if you can, I see you out walking here. I mean, you can walk from here  
Speaker 1    01:28:52    And you can, I'm done if I do. No, I've seen,  
Speaker 2    01:28:55    Well, I'm having a war with the town people about the broken steps behind the library. Mm-hmm <affirmative>. The broken handrail, because I go to the jungle gym there and do my Pilates exercises on it every day. And that's a little walk and it. Right. I get my Pilates exercise, get up and  
Speaker 1    01:29:16    Down the stairs  
Speaker 2    01:29:17    Now. But the, the people who were doing the landing landscaping there and keep it right. Bus a railing, and they never replaced it. And I been to the town office and I've spoken to Mr. Moore, who is the deputy mayor, apparently, or deputy manager, I'm not sure. And I said, you know, there are three sets of stairs between the library and the community center. They are concrete steps and they, none of them have any rail at all, anywhere. And I said, people use that as a footpath. You know, I meet people there walking back from Safeway with their bags and stuff. And he, he looked into it and he said, well, the library steps are under the jurisdiction of the Loudoun County Library system. You know, so here we are, we've gotta go to blooming Loudoun. Um, the steps, steps the steps on the, of the field by behind the swimming pool, that grass area. There is another jurisdiction. And then the community center, the steps there are the jurisdiction of the community center. So you've got to deal with three people. And they won't, they won't do anything about. So I, I've been after them. Uh, but everybody's so fast with this damn thing of the salamander and the expansion of the office that nobody's got time to pay attention to something like,  
Speaker 1    01:31:06    Well, I'm fascinated that you can hear that from here. Yeah. Well, you've heard it all morning, haven't you? Yeah. And can you imagine how, um, what's his name up there? Uh, you know, come I I'm having a terrible day with names. Um, what happens when you get old <laugh> Paul, Paul  
Speaker 2    01:31:29    Croney. Oh, Paul Crony  
Speaker 1    01:31:30    Right beside it. And he's going, Dotty anyway. 'cause he used to live in Rectortown. Mm-hmm <affirmative>. Mm-hmm <affirmative>.  
Speaker 2    01:31:38    Well, did you, did you know Mary?  
Speaker 1    01:31:40    I had just moved to Rectortown and, and met her.  
Speaker 2    01:31:45    It's a shame. Very lovely woman. She's  
Speaker 1    01:31:47    A very good, she was perfect for recti time, you know,  
Speaker 2    01:31:51    And she was lovely woman. She  
Speaker 1    01:31:52    Was doing so much. It was really absolutely unbelievable that something so silly should happened. I mean, she was, she hit the ground and she was dead. And then there was no, she broke her neck. Astonishing. But anyway, it was very hard. And then she was just the right person for a back of time because she was very interested in the history of it. You know,  
Speaker 2    01:32:23    The th the thing that I noticed the big change is, is I, I I, I tell people there's a group of people in Fairfax and that way east of people who are trying to make Middleburg into Georgetown. It's Georgetown in the fields. Uh, and that is so destructive to what Middleburg really is or was.  
Speaker 1    01:32:52    Well, I think it's still is. And how would you define Middleburg?  
Speaker 2    01:32:58    How would I define it now? I don't  
Speaker 1    01:33:00    Think I would be prepared to tell you that. I think I could, I'd have to think about that.  
Speaker 2    01:33:11    How would I define it? Well, it, it has become a tourist destination. And the merchants of Middleburg on the whole are catering to a totally different group of people who come out and are, um, well, they, they, they're coming out with, with the idea, as I say it, it, it's sort of, I don't know how to, how to describe it. I mean, it, it, it still  
Speaker 1    01:34:07    Got a warm feeling  
Speaker 2    01:34:10    Under, underneath the surface. There is still a very central, warm, friendly, caring surface. But on the top, there's this sort of icing that the visitors are all looking for. And accordingly, there are people coming in and setting up businesses which appeal to the  
Speaker 2    01:34:45    New people, the Novi hoes, as they used to call them in England, um, who are looking for something spectacular and make, make them feel good. And it, it, it, it's a different, i I, I believe that the mayor that we have now is an absolutely top, top guy. I think he's brilliant because he was born and raised. I think he's done everything that he could possibly do through the Covid thing. He's tried hard to maintain the spirit of the, of the residents. I think he's been brilliant, and I hope to God he stays there for a long time. But at the time that he was running for, to start, I, well remember some fellow in a, I don't know, a Bentley or whatever, it was an open sports car. Well, not a sports car, but like an open carriage driving through the town, waving his hat to people.  
Speaker 2    01:35:49    And he was trying to run for mayor. I don't know if he ever lived here. I don't think he did. I think one of the best of the old time things that Middleburg is doing is Windy Hill. I'm a huge, I'm, I'm not a practical supporter. I I, I don't have the money to do what, but I think Windy Hill absolutely has it right. And I, I wish them all the best in the world to keep going. I think it's a brilliant idea. But what happens to the next people? Do the Windy Hill people really move on and, and, and other working people, blue collar people come behind them? Or does the Windy Hill people, is there a, is there a, uh, is there a means by which they have to move up, move, move on, or, or give up? Or are they going to sit on these houses and bottle 'em up and sell them to people who think it's a smart place to live?  
Speaker 2    01:36:57    I, I don't know. I, I, I, I very much, I, I fully approve of the mayor. I fully approve of the Windy Hill. But people told me I shouldn't be worried about what comes next. We're great grandparents, <laugh>, we do worry great grandparents about what comes next. Yes. I had another friend, he was actually a client who was very friendly with, and this has nothing to do with Middleburg, who at the time of, uh, all the psychedelic drugs, you know, 40 years ago, whenever it was, were so rampant in this country, he picked up his entire family and moved it to island. He said, I would not risk my children in that environment in America. And that environment is always nagging at us. And we are so close to Washington. The thing I like about here is if I was in Idaho, I don't know who I'd make friends with and who I'd find of interest and so on. There are so many, and this was true of the bloodstock business. There were so many people from so many different spheres that it was always interesting. There's always somebody interesting to talk to. There was always something in the, in the job that I was doing, there was always somebody who was from a different field. And I find that very interesting. And I wouldn't find that in I either Idaho or Nebraska or wherever. At least I don't think I would  
Speaker 1    01:38:43    For a country area. There's a lot of sophistication.  
Speaker 2    01:38:46    Yeah, that's, that's, that's correct. You've hit it on the head. That's probably true.  
Speaker 1    01:38:50    And I'm not sure that it's, um,  
Speaker 2    01:38:52    But earlier on, 40 or 50 years ago, when, well, more than that, 60, 70 years ago, um, and when Joe was first coming here with the horses and so on, it wasn't like that at all. It, it was people who, but but  
Speaker 1    01:39:11    There were bigger states in those  
Speaker 2    01:39:12    States.  
Speaker 1    01:39:13    There's a lot of money about, in bigger states,  
Speaker 2    01:39:15    The, the, the, the melons really influenced the best of landowners in the area. And, and it inevitably, it brought in some very, very nice people. Very good people. I mean, you take somebody like Mrs. Mars, she's fabulous for this district, but so, but she could be like this guy who's got western, uh, plastic western horses in his field and a helicopter pad. She said, you exact opposite. She's like, melon. She doesn't drive around in a fancy car with chauffeur and all this stuff. You,  
Speaker 1    01:39:59    Well, she's so quiet about what she does do in a accomplishing back and all this stuff. It was amazing.  
Speaker 2    01:40:06    I mean, I don't even know the lady, but I know what she does. And I ran into her thing at the National Sporting Library, and I just said to her, Mrs. Miles, you don't know me, but I'd like to thank you for what you're doing to this area. 'cause people need to know, I, I didn't say anything else. And she just was very nice. She smile and said, thank you. And that was her. And, um, there are some very, very good people. The Kennedy family didn't really help, I don't think. <laugh>,  
Speaker 1    01:40:43    They didn't have time,  
Speaker 2    01:40:44    But, but Mel Mellon and, um, uh, what, what's, uh, oh, the other landowner that, um, I can't remember. But, but, but the, there've been several very good people who've done a lot for the countryside. I think Piedmont Environmental Council is very good. Tremendous. I think that  
Speaker 1    01:41:15    That's probably what we halfway say, preserve so  
Speaker 2    01:41:19    Quietly  
Speaker 1    01:41:19    On the top of whatever goes on with the states, with the land and things, aren't they, they're really on top of things. And I don't know how much noise they can make if something they don't like. But,  
Speaker 2    01:41:32    And I, I, I  
Speaker 1    01:41:33    Quite a bit I think in the background, but the problem is it's the profit, you know? Well, the day you go, I mean,  
Speaker 2    01:41:41    At the end of the day, but there's nothing like the, the visible black community in the village now that there was 60, 70 years ago, there, you, you'd see plenty of black people in the street and sitting in the parks and on the benches and chatting and, and they were always, I mean, I know a lot of them were grooms and groundsmen and so on, but they were always treated as human beings. And, and even at the racetrack, when Joe was at the racetrack, the, the Negro people were pretty good, weren't they? They were good sorts. 'cause they,  
Speaker 1    01:42:26    They were what the  
Speaker 2    01:42:26    Mexican, and a lot of them came from here because they came with the horses. And, but a  
Speaker 1    01:42:30    A lot of the Mexican help now has,  
Speaker 2    01:42:32    Has  
Speaker 1    01:42:33    Replaced the black community in, you hardly see anybody working in  
Speaker 2    01:42:37    The <crosstalk>, the southern immigrants. Now, I shouldn't, I shouldn't say against anything against them, but they have changed the entire character of the United States. And I say that with deep respect because we have a lady who comes and cleans for us. Um, twice a month. She came as a 19-year-old girl speaking, no word of English. She has just seen her son graduate from VMI to a Fulbright scholarship in France and done it from nothing. And she has another son. And she came for the  
Speaker 1    01:43:22    Other son to be there at  
Speaker 2    01:43:24    VMI. And, and she has another son in the pipeline, whom I have no doubt will be just as good.  
Speaker 1    01:43:31    Oh, he's, he's there Mike now, and they, he got a, he got a much smaller scholarship. The other one got a free ride right through VMI. And, and he's, uh, mind you, she's a very, her English is excellent. I'm not sure you're right about she came at 19. I thought  
Speaker 2    01:43:49    She told me, Joe. Okay. Okay. I asked her.  
Speaker 1    01:43:52    I thought that it  
Speaker 2    01:43:52    Was early. I was very dnt about asking her because I was afraid that she was perhaps not with the right papers or something. And I've been very dent about asking her, but I'm a 19-year-old, and, uh,  
Speaker 1    01:44:09    She's the best cleaner I've ever had.  
Speaker 2    01:44:13    But she's the best person you could meet, you know. But it has caused enormous social pressure on, on the black people. And I think a lot of the trouble now is, is almost, it's almost like a fifth column. The, this whole business of, of the, the riots in, in Washington and so on. And how a bully, like, uh, Trump can brainwash these people the way he does. I  
Speaker 1    01:44:56    He  
Speaker 2    01:44:56    Brainwashes themselves, the black people. I'm not saying they were content as slaves, and a lot of them were very badly treaty, but a lot of them were, they've, they've proved themselves that they're not inferior people. They were given inferior opportunities. I don't know. I do realize she's got, you're getting me on my high horse.  
Speaker 1    01:45:24    Well, I think you gotta get off that. Taken a lot of your time.  
Speaker 2    01:45:27    Really. No,  
Speaker 1    01:45:29    Listen, old age can get extraordinarily boring. This is my trouble. I shouldn't have given up the shop, or I should have cut back. I should have given it up partly, Andrew says I'm a lot less stressed without it. But I wasn't aware that I was stressed with it.  
Speaker 2    01:45:45    Well, you were the only person who wasn't aware.  
Speaker 1    01:45:48    Oh, okay. Well there you go. But it's, um, well, I've really enjoyed my time here with you, so thank you so much.  
Speaker 2    01:45:55    We've overstepped, uh, mark. 
