People DEANE,LS,DEANE,DEANE
Title   Interviewed 2/28/20<br>by Lydia Strohl <>
Speaker 3    01:19:50    Well, they did start making more money. Agreed. It was like, we used to run for $1,600 purses at Charleston. And if we won one of those, two of those we were in, this is awesome. They're like $30,000 now, the purses. And there are five horses in a race. There used to be, you couldn't even get it in a race. Mm-hmm <affirmative>. The purse was $1,600, you know? Right. So it, it's, um, uh, it's, you know, and, and you would always try to set your horse up for a bit. I mean, it was always the challenge, you know? Mm-hmm <affirmative>. To, um, and when I say that the first time they ran in like a long time, it was like the horse that, uh, the, the closest I came to the top was with the free horse. That two free horses the one junior gave me. And then Kes and Yates.  
Speaker 3    01:20:45    And uh, 'cause I was in Colonial Downs and the trainer brought the horse out of the stall and he was gonna give it to a reporter. I said, huh, if she doesn't want it, I'll take it. I just liked the way a horse. And he'd say, wouldn't it race again? But he was just a pretty horse. So I turned out home for like six months. But if you ever saw a loose gate, open gate, he would, he'd go, I don't know what. So one day I was out and I noticed the gate was open and he was way over there. And we both made Beeline <laugh>. And I peed him. I had died in front of him, <laugh>. But I said, huh, you're gonna go back in training. So I put him back in training. So I called the owner up or trainer that had given me the horse.  
Speaker 3    01:21:28    I said, if I can win a race with him myself at Point Points, will you gimme the papers back? He says, um, well, we'll work something out. So I, I'm run at, uh, cats him, like kill him something. And uh, but we did win a race. So I call him up and he gets back and I finally looked up the horse's record. It wasn't like $500,000. I had no idea. Right. So he'd been, he's training good. So we take him to Belmont and Point to points aren't official races. So they got no record that he's been running. Mm-hmm <affirmative>. He's 99 to one. And we had him in a $56,000 an ounce race. But I've told training, don't run him that high. Just run 35,000 claim around. I said, no one's claim. I said, they do. So what? It's $35,000. And uh, when he was in front at the head of the lane and I had be like five, 600 bucks.  
Speaker 3    01:22:25    9, 9 1 50 6,000 bucks. First I got over a hundred grand. Easy in my hands. Right. I'm just young. And, but it come down about halfway down the stretch, they're catching them, you know, and they're catching. And the last, from here to mom, a horse would pass me every stride you got, you only got beat this far. But I had all that money in my hand and it just, just, I had to sit down and, but yeah, I never turned the corner from that. 'cause I was at top. I mean, you, you run, I was running against the big boys, you know, uh, it just got beat and then ran the, both back at Saratoga, she won. And then she, she won at Belmont and then she was at the race in Saratoga. She was the favorite. It was like 65,000 race. She jumps the rail, breaks her knee.  
Speaker 3    01:23:17    We saved her. Oh gosh. How often you get that way. And then Keon Yates was running and um, Tom Serga, he was partnering with me 'cause I had a, had a horse. We had a horse for him. Um, uh, car Town. She was thinking out the creek in Upperville. And she had like, I don't know, 15 falls. Uh, and we her every horse that was free. Wait a minute. They won over a million bucks. All of 'em together. Yeah. So, um, but anyway, the Keats and Yates, um, he ran for a $50,000 tag. Next time he got beat that far. Oh gosh. That was a killer. That was killer. 'cause Saratoga is the top and that was there. Close it just in them. But, um, you know, we had some success of that still, but not that one. Remember we went Charlestown, watch ke Yates run. People that were afraid. Once you,  
Speaker 1    01:24:21    Once you have a horse like that, that wins a purse like that, then people pay attention.  
Speaker 3    01:24:28    Yeah. Well that's right. Everything happens. But it, it went the other way. And you know how sometimes you feel fate deals you one way or the other, which way to go. Mm-hmm <affirmative>. I felt it like, leave me, because when I was young, all I dreamt about was winning the Kentucky Derby. But it all kind left, you know, it was like, oh man. And then I just kind of lingered through for a while mm-hmm <affirmative>. And then I went into something else. But, um, and my father passed away and he was a really good trainer. So that, that was, that was the difference too. And uh,  
Speaker 1    01:25:06    So he came out here working for Budweiser, ended up being a really good horse trainer.  
Speaker 3    01:25:10    Huh. But that wasn't his main thing. You know, he still at the store. Right. All that kind of stuff. But that's what horse trainer. But he did really well. We went Delaware, Maryland, everywhere. Mm-hmm <affirmative>. In one races. So, and then the horses, like the horses that were really good, I would send them to the racetrack in like New York, whatever. 'cause there's too much for a horse to have the ship and all that kind of stuff. So yeah. It's been fun. Um, so we did the horse thing for a while and then, um, um, but now I'm in the house is like, this house is built in the 18 hundreds, uh, 1893 actually. And, um, so taking care of those and learning how, and then now we're, that's what I do is kind of go out and around and look at people's houses and mm-hmm <affirmative>. Help 'em fix 'em up and stuff.  
Speaker 3    01:26:06    So I've building, been building rock walls. That's all I could. So, okay. I, that's one thing that came to me. I couldn't believe it. I just pick up a rock, put it. But old the time told me, you gotta do that. He says, you cannot pick up a rock and put it down without using it. <laugh>. So I just always remembered that. So I look around at all the rocks and try to not waste time. Mm-hmm <affirmative>. Yeah. So I haven't learned how to cut them and, um, oops. Everything, but, um, 'cause that's a, that's a art in itself to, to be able to cut the rocks. Mm-hmm <affirmative>. But there's a lot of things I've tried to find the guys to write about 'em so I could learn. But they've passed away, you know? So, and I'm sure they're new people into it. But I love watching the old guys. They'd sit out there all day. One stand, one stand, you know,  
Speaker 0    01:27:01    They'd come get, um,  
Speaker 3    01:27:04    Uh,  
Speaker 0    01:27:05    What, what did they call stink bombs or those things that you, uh, that made smoke? Smoke bombs.  
Speaker 3    01:27:13    Oh yeah. For snakes. Put in the  
Speaker 0    01:27:14    Fences to scare the snakes away.  
Speaker 3    01:27:18    But here now we're trying, before  
Speaker 1    01:27:20    They, before they went in there themselves,  
Speaker 3    01:27:22    <laugh> <laugh>. But now we're trying, or I'm trying to turn, that's the reason we got all these weird flower beds out there and stuff. Trying to learn how to grudge the flowers and turn the property into a, 'cause it's always made money with the thrift shop, it's Zone Village here. Mm-hmm <affirmative>. So, um, you know, and it's, it's kind of a unique old house. It used to be a boarding house. Mm-hmm <affirmative>. So, um,  
Speaker 1    01:27:50    So the house is 1883.  
Speaker 3    01:27:53    1893.  
Speaker 1    01:27:54    1893.  
Speaker 3    01:27:56    It was, uh, rector built it. He got shot in the Civil War. Obviously he survived. And, um, um, A-A-S-A-A er Rector built it because I know, you know, the to Road was here before the Revolutionary War. Mm-hmm <affirmative>. So, um, and the Rector's, um, was crossroads because Route 50 used to  
Speaker 0    01:28:27    Be, but the road went down by Stewart.  
Speaker 3    01:28:29    Yeah. But it used to be Cuming Gap or something. It's the oldest, um, uh, toll road in America. And then the, there was toll Toll at the, um, the bridge during the war. They tore it down. 'cause  
Speaker 0    01:28:45    The  
Speaker 3    01:28:45    Old bridge. Yeah. Because that's one thing. 'cause we have John Mosby here that, um, formed Rangers and depending on what side you are, whatever, he was kind of brutal. But that, um, oh gosh, what was the guy's name? I gotta think it was a northern general over there that he had stopped the rush at Gettysburg at Little Bighorn, which kind of turned the war around. He was here four days before the war. That war in Gettysburg. 'cause I, I read it somewhere and then I got a book about him and it said he overheated because he had to travel so far in four days to go 80 some miles to fight. So I Googled it or did the MapQuest. It's 83 miles from right there. I said, it must have been it. And then I found out at the bridge, he actually stopped the southern advancement from across the bridge like two or three days, uh, before he had to go. So it was true. So I told them to better pr. I think I would put a statue of him out there instead of John Mosey. That's the way things are going now. You know, it's, it's, it might be a better idea.  
Speaker 1    01:30:07    So the rector, uh, he bought, built this house and the one next door?  
Speaker 0    01:30:13    No,  
Speaker 3    01:30:14    Not the same. That was already built.  
Speaker 0    01:30:16    That was already built.  
Speaker 3    01:30:17    No, he was kin to them.  
Speaker 0    01:30:19    He was kin to them. Yeah. But he was more Maurice  
Speaker 3    01:30:22    Maurice. Oh, well Maurice Rector wasn't kin to them. He was, like I said, he was from Orleans and him and his brother or cousin, whatever, they started to chain stores. Clarence. Yeah. Clarence. I'm gonna write, I actually write a story about some rector. She's like 70, 80 years old. She's out in New Orleans. That's kind to all these people. So, uh,  
Speaker 1    01:30:48    I'll find it. Yeah. To figure out what the Yeah.  
Speaker 3    01:30:50    If she knows what  
Speaker 1    01:30:51    All the, if the stories are true. And who did. Yeah. Right. Who did what. So that house was here. He came and built this one. The ones that are there look much newer. Oh yeah.  
Speaker 0    01:31:02    Oh, there that we don't even claim them. They're not even in  
Speaker 3    01:31:05    It. They're suburbs.  
Speaker 0    01:31:05    They did a suburbs dexy. There was another house right over there on that. On the corner.  
Speaker 3    01:31:14    Yeah. It's gone.  
Speaker 0    01:31:15    And that would burn down. They said now the house behind the store was here.  
Speaker 3    01:31:19    Mm-hmm <affirmative>. That's the oldest house. It used to be blacksmith's shop.  
Speaker 1    01:31:22    Yeah. That was for sale for a long time. No,  
Speaker 0    01:31:25    The one behind the store. Oh, okay. There's a house behind the  
Speaker 3    01:31:29    Store. She's talking about the one besides the store. Beside  
Speaker 1    01:31:32    The store  
Speaker 3    01:31:32    That yeah, it still is for sale. That  
Speaker 0    01:31:34    It still is for  
Speaker 1    01:31:35    Sale. But that's an older house.  
Speaker 3    01:31:37    Yeah. It was built in 18 hundreds. No,  
Speaker 0    01:31:38    There was another house that burned down across the street. Across  
Speaker 1    01:31:42    The street. So right here. Yeah.  
Speaker 3    01:31:43    Actually that house might've been built in 17 hundreds. 'cause you're gonna, and look at it's a lock cabin and once you get into the walls mm-hmm <affirmative>. Yeah. And um, because the store was built in the early 19 hundreds, I think Rector store,  
Speaker 1    01:32:02    I don't know. And Rector built that store.  
Speaker 0    01:32:06    Not Mr. Rector. I don't think he built  
Speaker 3    01:32:09    It. I'm gonna find out when I talked to this lady. 'cause she knows it all <affirmative>. So one  
Speaker 0    01:32:14    Of the rectors built it, but I don't know which one. Right. So because his mother, Mr. Rector's mother and father lived here before he was brought up there. Mm-hmm <affirmative>. Because I remember hearing his mother's name was Annie Rector. It's all know.  
Speaker 1    01:32:34    So the people that would've come to that store then mainly would've been people passing through.  
Speaker 0    01:32:41    They just came every day and they, we had charge accounts. Uh, Mr. Senator Warner had a charge account there. And um, Elizabeth Taylor came in and all of her children came in and uh, we had lots of charge accounts. Some of them never got paid.  
Speaker 3    01:33:03    <laugh>. I used to have to go around and try to collect them. Yeah, yeah.  
Speaker 0    01:33:07    Um,  
Speaker 1    01:33:09    Well we used to come down for sandwiches all the time just because it was close place to go. Yeah. Well, and they were good sandwiches.  
Speaker 0    01:33:16    So look, we, after Mr. Poland took over the store,  
Speaker 3    01:33:21    He modernized it.  
Speaker 0    01:33:23    He modernized it. Mm-hmm. And we had sandwich. He came up actually and asked me if I'd come back to work at lunch. Mm-hmm <affirmative>. And that's when I went back and just worked through lunch. But I mean, I enjoyed it because I get to see everybody. Right. But they always knew my sandwiches <laugh>, so that's why they asked me about it. Right.  
Speaker 1    01:33:45    And then I remember that. And then they, now they don't do much.  
Speaker 0    01:33:49    Oh. I've only been in there one time when Mark went down to see to get some milk, didn't have it. Mm-hmm  
Speaker 1    01:33:57    <affirmative>. Yeah. We stopped for something regular and then we didn't go anymore. Yeah.  
Speaker 3    01:34:02    We didn't have, it's kind of un um, it's like he's kind of lost interest, I guess. They just weren't doing any business. I don't,  
Speaker 1    01:34:12    It's been for sale on and off and yeah. Mm-hmm <affirmative>. Place next door is for sale and  
Speaker 3    01:34:16    Evelyn, she's down there a lot. The lady that runs it. So she's trying anyway mm-hmm <affirmative>. To make it go. But  
Speaker 0    01:34:23    Now they don't even open up early it looks like. Right. 10 o'clock or after.  
Speaker 3    01:34:30    Well, and then some days they don't open at all. Which is a killer. Yeah. Because when you finally get in the mood and then you go, oh, there's nothing worse. Right. Well,  
Speaker 1    01:34:40    And you have to know, you know, if you're gonna have regulars, you have to have regular hours. Right.  
Speaker 0    01:34:46    Right. Yeah. So anyway, and then somebody said to me, they went in, there was Evelyn making sandwiches and then here she came up and, uh, got the money, you know, without washing your hands or anything. And I guess that might turn people off <laugh>. Right. You know, so I see, uh, when I look at her, I sit on the front porch and look down. There are a lot of, uh, men stomp there. I don't see many women stopping there. Mm-hmm <affirmative>. So  
Speaker 1    01:35:17    Buy beer  
Speaker 0    01:35:19    Probably. Yeah.  
Speaker 3    01:35:22    But with your history, anything in life, you, anybody, it's a lot of times you like to turn the clock back 'cause you miss what used to be. It's not gonna happen anymore. So you have to try to deal with  
Speaker 0    01:35:38    The flow.  
Speaker 3    01:35:38    Yeah.  
Speaker 1    01:35:39    So once your 20 year lease was up, did he sell the store then?  
Speaker 0    01:35:43    Uh, we got, we actually, um,  
Speaker 3    01:35:46    He died, didn't he? I got it.  
Speaker 0    01:35:48    We actually had a, an auction and auctioned off everything because we owned everything in there. Mm-hmm <affirmative>. And there were cars lined up that way after the road for the auction. And uh, then, uh, he, Mr. Director put it up for sale and, and Mr. Poland bought it, but he modernized it. Right. And, um,  
Speaker 1    01:36:14    And then the pizza oven?  
Speaker 0    01:36:16    No, no. That came out and Mr. Poland owned it. And that's when I went back to work for mm-hmm <affirmative>. And they stayed there, what, a couple of years I guess Mark mm-hmm <affirmative>. And, uh, then it started falling apart. And, um, first of all, we had too many employees and second of all, I think things were given away instead of sold. But anyway, then he went out of business and no, he, he gave it to his daughter and she didn't run it. Right. So it went out of business. And then the Iranian man bought it, and that's who has it now. Mm-hmm <affirmative>. So I don't know how much longer it's gonna be here. The upper door story, opening gate, is  
Speaker 3    01:37:10    It? Yeah. Yeah.  
Speaker 1    01:37:11    I did not know that. Different people or the same people?  
Speaker 3    01:37:15    I don't know. I I didn't know it was on Facebook. <laugh>. That's all I know. We're gonna get all your reliable news. I tell you what, you get a lot. You know, so  
Speaker 0    01:37:26    I didn't know it had been closed actually. And then I heard it was reopened, so that's good. Mm-hmm <affirmative>. Well,  
Speaker 1    01:37:34    Thank you so much for having me  
Speaker 0    01:37:36    Here. Oh, enjoyed it.  
Speaker 1    01:37:37    Lovely to talk to you  
Speaker 3    01:37:39    Because it's, um, um, and like I say, it is just, I like the slow pace of, it's just like, I, I emailed Judy Casey yesterday, I'd like to  
Speaker 2    01:37:54    Write about you and Bill. It was their wedding anniversary. They've been married 56 years. Wow. She was a lot excited. So you don't always get that response, you know how that goes. But, um, I'm sure I'll find something out that I never, I don't even know where Bill's from Case. I have no clue. Yeah. It's uh,  
Speaker 0    01:38:17    Nice people, nice people. He ran the echo. Mm-hmm  
Speaker 2    01:38:21    <affirmative>. Right? Bp. Right BP in the, yeah. Done there. All right. Yeah. Marshall has certainly changed. 
