People LS,STOKES,STOKES
Title   Interviewed 1/24/20<br>by Lydia Strohl <>
Speaker 0    01:18:54    But it's mostly for lobbying and social purposes. Mm, yes. Mm-hmm <affirmative>. For mm-hmm <affirmative>. Group to group together your interests so that  
Speaker 1    01:19:01    Yes. And I could vote and I would vote as a member of the national or Virginia, but it gotta the point where I really didn't know what I was voting for. Mm-hmm  
Speaker 0    01:19:11    <affirmative>.  
Speaker 1    01:19:12    I didn't understand that, you know, there was such a split. There's a real split now. Right. Sort of, um, I wouldn't even be able to explain it,  
Speaker 0    01:19:21    But Bob's there was very involved too. Mm-hmm <affirmative>. Yes.  
Speaker 1    01:19:25    He was very involved. Mm-hmm <affirmative>. He's very aware of what goes on. Yeah. And he talks about when I ask a question,  
Speaker 0    01:19:32    <laugh>. Well that's,  
Speaker 1    01:19:34    So I learned I have my business that way. Right,  
Speaker 0    01:19:39    Right. Yeah. What else? What are we missing? We talked about the tennis club, the church. Were there any other association? Hill School?  
Speaker 1    01:19:51    Yes. I was on the board of Hill School. You  
Speaker 0    01:19:52    Were at the board of the Hill School when your kids were there or afterwards?  
Speaker 1    01:19:58    Uh, when they were there. And I was with, um, doc, staffer was president one time of the parents, one that I was on with him or else I was on the board and worked with him. But it was after Nixon's, uh, John Dean had gone to school with Doc. Is that right? And he arranged to have John Dean come to the community center to speak on behalf of, of Hill School. And  
Speaker 0    01:20:35    I think it was Ms. Morris. How'd that  
Speaker 1    01:20:36    Go over? Or something did not go over. Did not go over at all. And he had money had come in for it and Doc had stuck his head out, no neck out for all this. Right. And I was thinking this, I trying to, was it Ms. Morris? Anyway, one of 'em did. Older ladies did not like this. And he had to get the money, put take, put the money back. He had to get out of the whole thing. It was, and Norby Robinson, you didn't know him. He was so funny. He was on the board and I told him, he just, he just like a ostrich taking your neck in the grass hole <laugh> because he just, he fought Doc so hard on it. Right. But no, they, they did not do it. It was a big, big blow up in Middleburg Town about John Dean.  
Speaker 0    01:21:30    Right.  
Speaker 1    01:21:31    Yeah. <laugh>. That was one thing that happened when I was on the board. Um, and then I built, I was head of the building committee on the one building that's from the A-frame and it was supposed to be science building. So I was headed of that. And Ellen <inaudible> was with me on that. Mm-hmm <affirmative>. So I got that building done. So,  
Speaker 0    01:21:57    Oh, that's the one next where the lower school classes are.  
Speaker 1    01:22:02    Yeah. See, I'm, it's gotten so big now. I don't know. You know where the aframe is?  
Speaker 0    01:22:06    Mm-hmm  
Speaker 1    01:22:07    <affirmative>. Okay. The aframe. And then you're going west from that. Right. There's a sort of a long building that's a 10. Yeah. Right. That's what we did. Yeah. We got that done. Hmm.  
Speaker 0    01:22:19    So that must have, that must've like, put, almost doubled the school.  
Speaker 1    01:22:27    It really helped the upper school as I recall.  
Speaker 0    01:22:30    Right. Because it they move, were able to move over there. Yeah.  
Speaker 1    01:22:34    It gave them Yeah. With bigger, bigger areas. Right. And um, science was put in up there as I recall.  
Speaker 0    01:22:43    Right. And were people generous to fundraising? Mm-hmm <affirmative>.  
Speaker 1    01:22:47    Mm-hmm <affirmative>. Yeah. I found it anyway. And I've always found that, uh, people, words, it involves their children. They're, they are very giving. Mm-hmm <affirmative>.  
Speaker 0    01:23:01    Yeah. Mm-hmm <affirmative>. Well, you've been quite a pillar in the society, in the community to help with the church and the school and  
Speaker 1    01:23:10    Well, I did it really selfish reasons. It gave me connection to people that I, uh, needed as a village. Mm-hmm <affirmative>.  
Speaker 1    01:23:20    I mean, we really are a village of friends. I mean, if anybody, you, me, anybody. I get sick. It was Betsy was here the other day and there's a young woman who's being evicted, uh, in Leesburg because she can't pay her rent. She has two children. And they called the church and Betsy got the money her own, paid for it herself and couldn't put it in the post office. 'cause it had to be there by Friday. So she gets in the car and drops it over to Ville. Paid that rent for a month. She doesn't know the woman. Mm-hmm <affirmative>. She's just, it's just one of those things that, and that has come up many times in the past, many times at Christmas. Oh, Freddie Spencer, he used to organize all the hams and the food and everything at Christmas. And we'd put the children in the back of pickups and drive through Upperville and drop off food and presents to all the people in the community back in the little olds. Mm-hmm <affirmative>. That was really fun. And Carol, they still, Carol, I have carolers every year.  
Speaker 0    01:24:39    Yeah. That's really fun. Yeah.  
Speaker 1    01:24:42    So, you know the traditions, some of 'em still go, go on.  
Speaker 0    01:24:46    We used to Carol on horses and I, we haven't done that for a long  
Speaker 1    01:24:49    Time. Oh really? What fun  
Speaker 0    01:24:51    Rectortown has is fun. What fun. And I think some of the little roads, like I remember going trick or treating on Harrington Road and the Fout girls were out trick or treating on their ponies.  
Speaker 1    01:25:04    That's fun.  
Speaker 0    01:25:05    Um, all the, you know, everybody, every little neighborhood has their Yeah. Their,  
Speaker 1    01:25:10    That's very special. Special,  
Speaker 0    01:25:12    Special traditions. See  
Speaker 1    01:25:14    And that's what makes this place so mm-hmm  
Speaker 0    01:25:16    <affirmative>. Do you think it's the small town ness of it?  
Speaker 1    01:25:21    I  
Speaker 0    01:25:22    That we know one another because we're,  
Speaker 1    01:25:24    I I would think yes. I would think yes.  
Speaker 0    01:25:28    Which is interesting 'cause we live pretty far from one another. Yes,  
Speaker 1    01:25:31    We do. But, uh, I don't know. I think it's just, um, the connections. You just wanna hold onto a connection, you know, that. Um, and now that you have this phone thing that you can text and all that sort of stuff, it's sort of eliminating getting in the car and driving over to, you know, to see somebody mm-hmm <affirmative>. Like the older women used to come and visit. You know, that that's part is sort of missed. But we, like yesterday, Helen, we went, she said, let's go and have lunch together. Just, you know, so we do that mm-hmm <affirmative>. Um, and my other friends do too. But it's something you work on, I think outta necessity, uh, it was done, but originally that people were lonely. Right. I remember a snowstorm, uh, when Billy was a baby and, you know, you don't remember Dennis McCarty, do you?  
Speaker 0    01:26:31    No, but I know the name.  
Speaker 1    01:26:32    Yeah. Mm-hmm <affirmative>. And Little Dennis died a couple years ago and he'd jump, but Big Dennis came over to Asure. He was married to one of the PLA girls. Mm-hmm <affirmative>. Came to Air. Shere was snowing to beat the band. He was in his pickup. Tommy had his old red pickup, and he came over and said, come over to come over down to De la Pointe to our place and have a hamburger or something like that. Of course we got in the car, the truck, and I had a bag. How are you?  
Speaker 0    01:27:02    Hey, how are you? Good. How are you honey? Good. Nice to see you.  
Speaker 1    01:27:06    I had a bag with a bottle for Billy and a diaper or whatever, you know, just something like that. Well, when we got in there to dump plane, we couldn't get out. And Virginia tore a tea claws to make diapers, <laugh>. Um, we, we just let Billy drink the milk that we had that she had. I mean, it was, and we didn't, we thought it was just grand.  
Speaker 0    01:27:32    We thought it was fun.  
Speaker 1    01:27:33    Spent the night. Yep. We just, it didn't, didn't, didn't foul up anything. It didn't, Tommy didn't miss a day of work. Right. Dentist didn't either. You know, it was just things like that. It was just spur of the moment. Right. He, he, big dentist just showed up, come on over and have a hamburger. Snowing didn't phase him.  
Speaker 0    01:27:55    Now he would text you and you would say,  
Speaker 1    01:27:57    Oh no, I couldn't possibly driving this  
Speaker 0    01:28:00    <laugh>.  
Speaker 1    01:28:01    Yeah. That's, that's, but at least we stay in touch. Yeah. Yeah. I just, I love the place. Yeah.  
Speaker 0    01:28:10    Well it is very different with the communication and  
Speaker 1    01:28:14    Well, it is.  
Speaker 0    01:28:16    Um, you know, but again, it's pro and it's a con, you know, it's a catch 22. Yes. It is. Just like most of,  
Speaker 1    01:28:24    And I do not know, I do not know many of the people when I go to Safeway.  
Speaker 0    01:28:29    Yeah.  
Speaker 1    01:28:30    Me neither. I just don't know them.  
Speaker 0    01:28:33    Me neither. Now that I don't go to Hill School anymore. I  
Speaker 1    01:28:36    Know. You know, I don't go to either. I, so it's really, um, my only really, um, connection with any new people who I do not know. I spoke to one woman yesterday that I did not know, but Helen did is the club when I go for lunch mm-hmm  
Speaker 0    01:28:54    <affirmative>.  
Speaker 1    01:28:55    That's the one place that I can see people. And maybe one out of 30 I can say I'm Mary Stokes. Right. And I did with this young girl yesterday, and Helen knew her. I liked her French fries, <laugh> <laugh>. What kind of french fries do you have and mean cruises. When you get as old as I do, Lydia, you can, you can get away with a lot of things that you didn't get along away with before. Like, can I have one? Try one of your french fries for  
Speaker 0    01:29:25    <laugh> <laugh>. Did you ask her?  
Speaker 1    01:29:27    I was ready to. Helen did. Well I had a sweet potato one yesterday because Courtney, whatever her last name is Right. Um, had sweet  
Speaker 0    01:29:38    Protective. They're good too. They're good too. Your view is so beautiful here,  
Speaker 1    01:29:42    Isn't it? There pretty.  
Speaker 0    01:29:43    It's so beautiful. And  
Speaker 1    01:29:44    I wish you could see it in the sunlight, but, uh, so nice. Those are my cattle protect, not mine. Right. Those are Jerry Crenshaw's cattle. I quit buying steers about 15 years ago.  
Speaker 0    01:29:57    You did? Mm-hmm <affirmative>. So you stayed in it mm-hmm <affirmative>.  
Speaker 1    01:29:59    For a while after Tommy died. I  
Speaker 0    01:30:01    And you had them here. Mm-hmm <affirmative>.  
Speaker 1    01:30:04    Mm-hmm <affirmative>. That's how I could figure out that leasing was nicer if it snowed. I didn't have to go out there and spend fix the fence. Right. You know, and of course if there is a problem, Bob and, and Betsy work it out. Well because she has her horses here.  
Speaker 0    01:30:25    Uh, they had, they have Virginia beef running, not where we are now, but behind our old house. And every once in a while, one of 'em would get brave and walk through the little lane there. Yeah. But you know,  
Speaker 1    01:30:42    Well, it's like Sam Fred Road. It's always people. There's always a cow that's gotten out and it's a dark road and you come around a corner <laugh> and you see an Angus and something else is coming this way and it's always on the Facebook or the right uncensored thing, which I don't read very much, but it's always on there. Those Bear 70 ones out or number elevens out.  
Speaker 0    01:31:08    Bear. There has been a bear some  
Speaker 1    01:31:10    Bears  
Speaker 0    01:31:11    Out on, um, between us and where the Wileys are.  
Speaker 1    01:31:16    Um, yeah. There was a picture that Gail sent to me when I was in New Mexico in October. Um, of the mother bear had just gone across our road and the baby bear was fallen. And she sent me a picture. She took a picture. She or May did. So I know they're, I just don't know why I haven't had, had them hanging closer around my bird feeders or I don't know why. Yeah. Because other people with bird feeders have the bears.  
Speaker 0    01:31:48    Yeah. We haven't had, I haven't been as close to our house.  
Speaker 1    01:31:51    Uhuh. And I don't have a dog anymore.  
Speaker 0    01:31:54    I've seen a coyote  
Speaker 1    01:31:55    Have you  
Speaker 0    01:31:56    At the crossing right by the Rectortown post office. I was coming. It was dark and at first I thought it was a dog. But you know, they walk very distinctively. Yeah. And I got home and I said, that's not a dog.  
Speaker 1    01:32:11    That was, I'm very concerned about the, the, the mixed breed that, that he's more aggressive. Mm-hmm <affirmative>. Um, isn't that right? Mm-hmm <affirmative>. He's more aggressive. The ones that have bred with the  
Speaker 0    01:32:23    Right.  
Speaker 1    01:32:25    I'm concerned about that.  
Speaker 0    01:32:25    And they're, they steal dogs. Yes. They lure them in and then they take them.  
Speaker 1    01:32:32    Um, I read about the men that was on a walk with his family the other day and uh, it must have been a rabid, tardy wolf. Mm-hmm <affirmative>. And grabbed his 3-year-old son's jacket to take him. And that's when he jumped in and the father strangled the animal to death. Then they all have to go through rabies shots and all that. 'cause they think he's rab He probably was. Of course.  
Speaker 0    01:33:00    Yeah.  
Speaker 1    01:33:01    And he be his wife and he had attacked another couple mm-hmm <affirmative>. Day before or something. That's pretty scary.  
Speaker 0    01:33:10    Did you have any big threats with cattle? And in the time, were there any diseases or predators? We  
Speaker 1    01:33:17    Had wild dogs at one point. You did? And, um, they came through Asure and I think I was in the hospital. John Hopkins was when my surgery, 'cause my sister was here, uh, Asure. And uh, she chased him away. They came after the sheep. We had sheep. Right. And, um, you know, they get sheep over on his back. He'll just lay there and let him kill him. And, um, sheep ran him off  
Speaker 0    01:33:45    And they didn't get anything. And  
Speaker 1    01:33:46    They didn't, not that I remember. Right. But we used to have trouble, A lot of trouble with, you know, dogs that would just Yeah. Wild dogs. Mm-hmm <affirmative>. We called them wild dogs and they would go in through the trash in Upperville a lot. And I don't know how they stopped it, but Right. In town. I don't know whether they shot 'em or they captured them or what they did. Right. But that's the only thing that I remember.  
Speaker 0    01:34:13    So when I first moved to Upperville was when, shortly after I moved to Upperville was when they were, Sandy Lerner was trying to start the restaurant there in town, Uhhuh. And there was a big mess about that.  
Speaker 1    01:34:30    Yeah. She was gonna tear it down. They didn't approve the, and that's v Keer County. And she got it through. She won it over.  
Speaker 0    01:34:41    But the, I mean, she had a lot of controversy around her, right? Mm-hmm <affirmative>. She closed the,  
Speaker 1    01:34:47    The  
Speaker 0    01:34:47    Hunt land to the hunt.  
Speaker 1    01:34:49    That was the first thing she  
Speaker 0    01:34:50    Did. Mm-hmm <affirmative>.  
Speaker 1    01:34:52    I said, I said to Tommy, Tommy was president of the Mont Hunt. I said, personally, she doesn't like men. So I don't think you have a prayer <laugh>. I don't think so. He was sick anyway, but you know, he had hoped that he could talk it through mm-hmm <affirmative>. She really didn't like the men. She like some more water.  
Speaker 0    01:35:14    No, I'm good. Thank you. Yeah. She opened the, I haven't really seen her since she opened the place in Marshall, but I know that the other operation, I think it's Veal.  
Speaker 1    01:35:26    Veal. Well at least in not shooting off the shotgun over here lately, they'll probably start it in in the spring to keep the birds away from the turkeys and all. And then it goes off and at night you're trying to go to sleep and boom. So everybody calls, we all call Gail calls. I call, would you please not fire that off while we're going to sleep? And then we used to say, I have a new baby and you can't sleep <laugh>. I leave a message there. Or my great-great aunt is 150 and she can't go to sleep. <laugh> and I, there was not much liberty over there. <laugh>.  
Speaker 0    01:36:13    Well, it's different, I think when it's a corporation versus a family that, you know, and you can speak to them.  
Speaker 1    01:36:22    And I'll tell you, these men around here did it a lot. They did. They would pick up that phone and they would call and get themselves in trouble or get that person they were talking to in trouble. They would do, it was a game. They were jokesters.  
Speaker 0    01:36:41    I think we've lost that a little bit. We have, everybody's so sensitive about everything.  
Speaker 1    01:36:44    I know. Yes. We have lost that. You could get away with a lot of things that were a lot more fun, you know, and not have repercussions. Well takes, I shouldn't even told you that story.  
Speaker 0    01:36:57    Every, everybody takes everything. So personally I know,  
Speaker 1    01:37:00    I know.  
Speaker 0    01:37:01    It's, it's hard to, you know, then you worry, oh, did I say  
Speaker 1    01:37:06    I know what somebody asked me the other day about somebody that was sick. And I said, I can't answer that because I don't know. Because it used to be when you were really good friends, you'd say, well, I'm worried about it. 'cause I think this, and then that person would be able to take 'em to custards or something that right now you just, you just don't get involved with your opinion. Yeah. You just don't.  
Speaker 0    01:37:35    It's too bad we're losing, uh, authenticity.  
Speaker 1    01:37:38    That's right. And communication is very important. Mm-hmm <affirmative>. It really is. And don't be, you know, don't be afraid. And we're all so afraid  
Speaker 0    01:37:53    Yeah. To state your opinion. Yeah,  
Speaker 1    01:37:57    Very much so.  
Speaker 0    01:37:58    Well, it's hard because you get, you feel judged on your opinion as opposed to it's a different opinion from mine. So I appreciate that you  
Speaker 1    01:38:10    Did you by any chance? You're too young. But they had the thing on Jim Lara last night.  
Speaker 0    01:38:16    Oh, I didn't see it. Oh,  
Speaker 1    01:38:18    So good.  
Speaker 0    01:38:19    Um, I probably find it What a, what  
Speaker 1    01:38:21    A journalist  
Speaker 0    01:38:22    Was that on PBS  
Speaker 1    01:38:24    Uhhuh. <affirmative>. What a, oh, that it was, he had his, um, McNeil and then, um, a woman and an, and, um, a judge who was his best friend, but their comments about him were so poignant. But he could speak the journalist talk mm-hmm <affirmative>. Without driving a wedge between people. Right. He, he, he made them think, you know, I, I'm not better than you. He said, I just want learn. Right.  
Speaker 0    01:39:08    I just want  
Speaker 1    01:39:09    Mm-hmm <affirmative>. Tell me, explain to me then, you know, and what do, what do you mean by that? You know, to show that he wasn't above, he could communicate. Right. It was really well done last. My mother was crazy about Jim Lair.  
Speaker 0    01:39:28    I'm gonna go back and find it. That's good. That's good for any journalist to watch, right?  
Speaker 1    01:39:31    Yeah. Right. That's what I thought. It's a rainy day tomorrow. You can do it tomorrow.  
Speaker 0    01:39:36    That's right. I can do it  
Speaker 1    01:39:37    Tomorrow on a rainy day.  
Speaker 0    01:39:39    Well, I can't thank you enough for giving me so much of your time. Well,  
Speaker 1    01:39:43    I hope I haven't embarrassed myself.  
Speaker 0    01:39:45    No, I'm sure you have not.  
Speaker 1    01:39:47    I enjoyed talking with you.  
Speaker 0    01:39:48    Well, you were worried you had nothing to say, but I feel like I could stay here five hours and you have such a rich life. And so  
Speaker 1    01:39:57    Well, we'll just have lunch one day. I would love to do that. And then we'd just keep talking. Just communicating.  
Speaker 0    01:40:02    That would be great.  
Speaker 1    01:40:03    That would be great. 
